variant,fraction_bin,cumulative_fce,cumulative_true_progress,commitment_debt_after,fce_per_progress
no_progress_guard,0.28,36.569149405357145,20.67615742857143,18.491000309285713,1.7686627474998775
no_progress_guard,0.3,36.569149405357145,22.656010957142858,18.652009952857146,1.614103624620107
no_progress_guard,0.32,36.569149405357145,24.583074389285713,20.699530886071425,1.4875742889707662
no_progress_guard,0.34,93.78002471785715,47.11241610357143,20.382589611428575,1.9905585931252634
no_progress_guard,0.36,98.02618801607142,47.11241610357143,22.76955880464286,2.080686921268731
no_progress_guard,0.38,100.29043224464284,47.11241610357143,22.10542870392857,2.1287473778497255
no_progress_guard,0.4,103.0097704267857,47.11241610357143,17.780818144642858,2.1864675800181876
no_progress_guard,0.42,104.47977851964285,47.48911621071428,17.64225906357143,2.200078393879872
no_progress_guard,0.44,106.44958183749999,48.082613103571425,16.057407057142857,2.2138892827684784
no_progress_guard,0.46,108.418090475,48.72552509464286,14.968043605714286,2.225077929163662
no_progress_guard,0.48,110.48703196071428,49.413538335714286,14.354597689285713,2.2359668156137347
no_progress_guard,0.5,111.87985384642856,58.71040358571429,14.84206776107143,1.905622292020008
no_progress_guard,0.52,112.176205275,61.70788840714285,18.676431844285712,1.817858432213268
no_progress_guard,0.54,112.761305275,63.452826671428575,21.487863952857143,1.7770887632618888
no_progress_guard,0.56,113.57083813214285,64.2550334,18.77189726142857,1.7675010364579913
no_progress_guard,0.58,113.98590384642856,66.24667865714285,16.981828232142856,1.7206282059264923
no_progress_guard,0.6,113.98590384642856,68.13978677678571,18.107445603571428,1.6728244868130697
no_progress_guard,0.62,113.98590384642856,69.54069941607143,14.727837278928572,1.6391250706932847
no_progress_guard,0.64,113.98590384642856,71.15457221607143,17.504044240357143,1.6019477075948603
no_progress_guard,0.66,114.330063275,73.66997565892858,20.7758934425,1.5519220992323424
no_progress_guard,0.68,158.59009403571426,92.57260705178571,15.687661339285714,1.7131427869045315
no_progress_guard,0.7,163.92285458214286,92.57260705178571,18.520237378214286,1.7707490347597465
no_progress_guard,0.72,166.13752156785716,92.57260705178571,15.759599445000001,1.7946726019600892
no_progress_guard,0.74,170.53372781964285,92.57260705178571,16.3174028975,1.842161879747485
